t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
787979582133641216,1568492526,positive,other,2016-10-17T11:32:26.000Z,Cameron's old seat Whitney by-election this Thursday UKIP needs to step up &amp; win more pressure on Brexit #voteUKIP in Whitney,['voteukip']
790573625212559360,4387508296,negative,other,2016-10-24T15:20:15.000Z,#BREXIT MEANS #BREXIT @10downingstreet ppl r saying the #EURef is not legally binding. Can we have another G.E in that case? #VoteUKIP,['voteukip']
794122718971043840,2165706186,positive,other,2016-11-03T10:23:04.000Z,High Court totally against us! We democratically voted to Leave EU Parliament full of Remainiacs. GE? Best be soon. #VoteUKIP for #Brexit,['voteukip']
794155426141077504,436215581,negative,leave,2016-11-03T12:33:02.000Z,"Labour in a mess, LibDems finished, Conservatives dragged in to Brexit challenge.  Now is the time for UKIP. #VoteForChange #VoteUKIP",['voteukip']
794194890158641152,720098948736790528,neutral,remain,2016-11-03T15:09:51.000Z,"It's not as though we didn't know it was going to happen ...

#Brexit #LeaveEU @UKIP #VoteUKIP https://t.co/t1aRuROJSa",['voteukip']
795302221126762496,295911940,positive,remain,2016-11-06T16:30:00.000Z,@jessphillips Oh that's laughable. Like you and Labour care about democracy? We've seen your response to #Brexit referendum. #VoteUKIP,['voteukip']
806663601192927232,436215581,positive,remain,2016-12-08T00:56:04.000Z,@VAylingUKIP Good luck for today.  Let's hope the people can send the government a firm message today of get moving on Brexit. #VoteUKIP,['voteukip']
814926884022652928,50598105,neutral,other,2016-12-30T20:11:24.000Z,#VoteUkip       'Don't stand in our way!' Ukip leader Paul Nuttall calls for faster Brexit in 2017 https://t.co/lEFHmEGorq,['voteukip']
