t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
878582016891121664,357531535,positive,leave,2017-06-24T11:54:10.000Z,"Why do all the #brexit people, talk democracy &amp; freedom, but are always telling other what to do?  #leadnotleave https://t.co/sUwqGFCHNY",['leadnotleave']
885051614062661632,228686553,positive,other,2017-07-12T08:22:02.000Z,Excellent thread on why 'numbers' in parliament have no influence on cherry picking #brexit outcomes. #LeadNotLeave #Remain. https://t.co/w3MUeeBO8B,['leadnotleave']
885804213355282432,228686553,positive,other,2017-07-14T10:12:36.000Z,@UKLabour @jeremycorbyn please oppose this fascistic government &amp; #brexit. #RemainAndProsper #leadnotleave #RepealBill https://t.co/nzaGAnwc8H,['leadnotleave']
888361040190349312,351861616,negative,remain,2017-07-21T11:32:31.000Z,Gove banging on now about a 'Green Brexit'. How bout a 'No Brexit'? Surely a lot simpler. Fool. #stopbrexit #leadnotleave #dontcallmeshirley,['leadnotleave']
889962295232737280,228686553,neutral,other,2017-07-25T21:35:20.000Z,33 reasons for a ‘scrap-it’ #Brexit #remainandprosper #leadnotleave  https://t.co/mMVo4d0lS0,['leadnotleave']
890827222633861120,228686553,positive,remain,2017-07-28T06:52:15.000Z,@JoRichardsKent @albrigg @UKLabour #Brexit is not a price worth paying to be able to do things that we could do anyway. #leadnotleave https://t.co/oABVHoNB8s,['leadnotleave']
893373886489927680,794583047563780096,positive,leave,2017-08-04T07:31:47.000Z,@KemiBadenoch Can you describe 5 benefits of leaving the EU? How will brexit help #saffronwalden?  #leadnotleave https://t.co/JMKaY9HhV0,['leadnotleave']
901056508074524672,756513906357575680,positive,remain,2017-08-25T12:19:47.000Z,Sussex Company to help UK companies remain in the European Union post-#Brexit https://t.co/koQykVfjpM #bremain #strongerin #leadnotleave RT,['leadnotleave']
928919361997492224,1131408960,positive,remain,2017-11-10T09:36:49.000Z,Maybe it would be more appropriate to delay it for a few days until April 1st #brexit #leadnotleave #bremain https://t.co/VnuLuLLCnx,['leadnotleave']
