,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
3186468,1032102905971650560,141141836,positive,other,2018-08-22T03:11:22.000Z,"@TomTugendhat @Andrew_Adonis TL;DR

The case for a #FinalSay Ref rests on 4 pillars:

1. illegality surrounding original #EUref
2. huge gap between the #Brexit promised &amp; the one we're getting
3. importance of informed consent for suffering #Brexit may inflict
4. it's the right thing to do.

#StandUp2Brexit","['brexit', 'standup2brexit', 'finalsay', 'euref']"
3145280,1031622501909127168,141141836,negative,remain,2018-08-20T19:22:25.000Z,"Would you buy a #Brexit from Michael Gove?
He's proposing 'Blind Brexit'. Yep. You read that right. He wants us to Brexit without knowing what we're doing &amp; how much harm it'll cause. Time to ignore him &amp; start listening to experts again!
#StandUp2Brexit #FinalSay #StopBrexit https://t.co/EFjbCunv2J","['brexit', 'standup2brexit', 'finalsay', 'stopbrexit']"
3145281,1031622501909127168,141141836,negative,remain,2018-08-20T19:22:25.000Z,"Would you buy a #Brexit from Michael Gove?
He's proposing 'Blind Brexit'. Yep. You read that right. He wants us to Brexit without knowing what we're doing &amp; how much harm it'll cause. Time to ignore him &amp; start listening to experts again!
#StandUp2Brexit #FinalSay #StopBrexit https://t.co/EFjbCunv2J","['brexit', 'standup2brexit', 'finalsay', 'stopbrexit']"
3139030,1031551442354614272,141141836,negative,remain,2018-08-20T14:40:03.000Z,"Would you buy a #Brexit from Iain Duncan Smith?
He's no lovable Arthur Daley. He's a proper Tory thug. Universal Credit and all the misery it's causing is his baby. Do you trust him to tell you what's best on Brexit? #StandUp2Brexit #StopBrexitSaveBritain #FinalSay https://t.co/7Lc8laNyTP","['brexit', 'standup2brexit', 'finalsay', 'stopbrexitsavebritain']"
3139031,1031551442354614272,141141836,negative,remain,2018-08-20T14:40:03.000Z,"Would you buy a #Brexit from Iain Duncan Smith?
He's no lovable Arthur Daley. He's a proper Tory thug. Universal Credit and all the misery it's causing is his baby. Do you trust him to tell you what's best on Brexit? #StandUp2Brexit #StopBrexitSaveBritain #FinalSay https://t.co/7Lc8laNyTP","['brexit', 'standup2brexit', 'finalsay', 'stopbrexitsavebritain']"
3140253,1031564380956188672,141141836,neutral,other,2018-08-20T15:31:28.000Z,"Would you buy a #Brexit from Dominic Raab?
Boy wonder. Thinks people who go to foodbanks 'just have cashflow problems'. He'd only been in the job 5mins when he undid all the work of the past 2yrs &amp; got demoted to #Brexit tea-boy.
#StandUp2Brexit #FinalSay #StopBrexitSaveBritain https://t.co/tbKTSAydLV","['brexit', 'standup2brexit', 'finalsay', 'stopbrexitsavebritain']"
3140252,1031564380956188672,141141836,neutral,other,2018-08-20T15:31:28.000Z,"Would you buy a #Brexit from Dominic Raab?
Boy wonder. Thinks people who go to foodbanks 'just have cashflow problems'. He'd only been in the job 5mins when he undid all the work of the past 2yrs &amp; got demoted to #Brexit tea-boy.
#StandUp2Brexit #FinalSay #StopBrexitSaveBritain https://t.co/tbKTSAydLV","['brexit', 'standup2brexit', 'finalsay', 'stopbrexitsavebritain']"
4432904,1045981437474865152,734452847497117696,neutral,other,2018-09-29T10:19:42.000Z,"A border poll in Northern #Ireland is now almost inevitable thanks to the ignorance of JRM, BJ, and other high profile #Brexiteers

It's time to call out the Brexiteer traitors for who they are #StandUp2Brexit #Brexit","['brexit', 'standup2brexit', 'ireland', 'brexiteers']"
4432905,1045981437474865152,734452847497117696,neutral,other,2018-09-29T10:19:42.000Z,"A border poll in Northern #Ireland is now almost inevitable thanks to the ignorance of JRM, BJ, and other high profile #Brexiteers

It's time to call out the Brexiteer traitors for who they are #StandUp2Brexit #Brexit","['brexit', 'standup2brexit', 'ireland', 'brexiteers']"
3449503,1035290327979048960,76777287,negative,leave,2018-08-30T22:17:03.000Z,Damn James Dyson is the epitome of two faced! @RemainerNow @peoplesvote_uk @JasonJHunter #Brexit #StandUp2Brexit ##StandUp4Brexit #LeaveMeansLeave https://t.co/nI2TtILcYt,"['brexit', 'standup2brexit', 'leavemeansleave', 'standup4brexit']"
3449504,1035290327979048960,76777287,negative,leave,2018-08-30T22:17:03.000Z,Damn James Dyson is the epitome of two faced! @RemainerNow @peoplesvote_uk @JasonJHunter #Brexit #StandUp2Brexit ##StandUp4Brexit #LeaveMeansLeave https://t.co/nI2TtILcYt,"['brexit', 'standup2brexit', 'leavemeansleave', 'standup4brexit']"
3661460,1038359279978340352,84151450,positive,other,2018-09-08T09:31:58.000Z,"@BsaFriend @sandypuke How on earth does giving in to far right policies help to defeat them?
#Brexit Isolationism is a far right policy, you don't defeat it by implementing it,
#PeoplesVote
#StandUp2Brexit","['brexit', 'standup2brexit', 'peoplesvote']"
3661459,1038359279978340352,84151450,positive,other,2018-09-08T09:31:58.000Z,"@BsaFriend @sandypuke How on earth does giving in to far right policies help to defeat them?
#Brexit Isolationism is a far right policy, you don't defeat it by implementing it,
#PeoplesVote
#StandUp2Brexit","['brexit', 'standup2brexit', 'peoplesvote']"
4163369,1043508657420414976,498672070,positive,leave,2018-09-22T14:33:46.000Z,I'd love some of whatever she's been smoking #BREXIT #Salzburg #StandUp2Brexit https://t.co/YKn9x5BN70,"['brexit', 'standup2brexit', 'salzburg']"
4163368,1043508657420414976,498672070,positive,leave,2018-09-22T14:33:46.000Z,I'd love some of whatever she's been smoking #BREXIT #Salzburg #StandUp2Brexit https://t.co/YKn9x5BN70,"['brexit', 'standup2brexit', 'salzburg']"
3406519,1034777891215761408,141141836,neutral,other,2018-08-29T12:20:49.000Z,"If the government withholds the full impact assessment, then MPs must assume the worst. Nobody is going to hold back a #Brexit impact assessment if it's good news. Brexiters shout it from the rooftops &amp; BBC would broadcast it on a loop! #StandUp2Brexit #StandUp2BrexitNonsense https://t.co/DUL1zibg7x","['brexit', 'standup2brexit', 'standup2brexitnonsense']"
3406518,1034777891215761408,141141836,neutral,other,2018-08-29T12:20:49.000Z,"If the government withholds the full impact assessment, then MPs must assume the worst. Nobody is going to hold back a #Brexit impact assessment if it's good news. Brexiters shout it from the rooftops &amp; BBC would broadcast it on a loop! #StandUp2Brexit #StandUp2BrexitNonsense https://t.co/DUL1zibg7x","['brexit', 'standup2brexit', 'standup2brexitnonsense']"
2861492,1027352455414272000,19227069,positive,other,2018-08-09T00:34:47.000Z,"@andreajenkyns @GregPrice1878 @StandUp4Brexit It's a statement of fact. 
Would you like him or anyone else to elaborate on it? 
#Brexit #StandUp4Brexit #StandUp2Brexit","['brexit', 'standup2brexit', 'standup4brexit']"
3438107,1035156104710373376,76777287,neutral,other,2018-08-30T13:23:42.000Z,Oh so they did know back in the 70s.. @peoplesvote_uk @RemainerNow #Brexit #StandUp2Brexit #StandUp4Brexit https://t.co/hPWrxcsNtA,"['brexit', 'standup2brexit', 'standup4brexit']"
2861493,1027352455414272000,19227069,positive,other,2018-08-09T00:34:47.000Z,"@andreajenkyns @GregPrice1878 @StandUp4Brexit It's a statement of fact. 
Would you like him or anyone else to elaborate on it? 
#Brexit #StandUp4Brexit #StandUp2Brexit","['brexit', 'standup2brexit', 'standup4brexit']"
3412796,1034837057342984192,1270544544,positive,leave,2018-08-29T16:15:55.000Z,Congratulations  Great for UK to be part of collaborative European research. !!Post Brexit we will watch with envy. #Brexit #Standup4Brexit #Standup2Brexit https://t.co/b956OkDIF8,"['brexit', 'standup2brexit', 'standup4brexit']"
3412795,1034837057342984192,1270544544,positive,leave,2018-08-29T16:15:55.000Z,Congratulations  Great for UK to be part of collaborative European research. !!Post Brexit we will watch with envy. #Brexit #Standup4Brexit #Standup2Brexit https://t.co/b956OkDIF8,"['brexit', 'standup2brexit', 'standup4brexit']"
3438108,1035156104710373376,76777287,neutral,other,2018-08-30T13:23:42.000Z,Oh so they did know back in the 70s.. @peoplesvote_uk @RemainerNow #Brexit #StandUp2Brexit #StandUp4Brexit https://t.co/hPWrxcsNtA,"['brexit', 'standup2brexit', 'standup4brexit']"
2994497,1029442697508122624,1270544544,positive,other,2018-08-14T19:00:39.000Z,I think it’s important to recognise the real funders of Brexit Don’t you ?? #Brexit #StandUp4Brexit #StandUp2Brexit #BorisJohnson https://t.co/39jwHk6QrS,"['brexit', 'standup2brexit', 'standup4brexit', 'borisjohnson']"
2994498,1029442697508122624,1270544544,positive,other,2018-08-14T19:00:39.000Z,I think it’s important to recognise the real funders of Brexit Don’t you ?? #Brexit #StandUp4Brexit #StandUp2Brexit #BorisJohnson https://t.co/39jwHk6QrS,"['brexit', 'standup2brexit', 'standup4brexit', 'borisjohnson']"
3352404,1034114529402208256,76777287,positive,other,2018-08-27T16:24:51.000Z,This is a good but sobering read... @RemainerNow @peoplesvote_uk @JasonJHunter #Brexit #StandUp2Brexit #StandUp4Brexit #PeoplesVote https://t.co/TOyqMg8Ctf,"['brexit', 'standup2brexit', 'standup4brexit', 'peoplesvote']"
3352405,1034114529402208256,76777287,positive,other,2018-08-27T16:24:51.000Z,This is a good but sobering read... @RemainerNow @peoplesvote_uk @JasonJHunter #Brexit #StandUp2Brexit #StandUp4Brexit #PeoplesVote https://t.co/TOyqMg8Ctf,"['brexit', 'standup2brexit', 'standup4brexit', 'peoplesvote']"
3826329,1040340201791520768,838879567670611840,positive,remain,2018-09-13T20:43:27.000Z,"@Nigel_Farage I really wish I could be positive about Brexit, but so far no-one has given me a reason to be positive. 
In fact it is even worse than I imagined it would be. 
Can you give me a positive about #Brexit @Nigel_Farage?

Otherwise I'll continue to #StandUp2Brexit 

#StopBrexit","['brexit', 'standup2brexit', 'stopbrexit']"
3826328,1040340201791520768,838879567670611840,positive,remain,2018-09-13T20:43:27.000Z,"@Nigel_Farage I really wish I could be positive about Brexit, but so far no-one has given me a reason to be positive. 
In fact it is even worse than I imagined it would be. 
Can you give me a positive about #Brexit @Nigel_Farage?

Otherwise I'll continue to #StandUp2Brexit 

#StopBrexit","['brexit', 'standup2brexit', 'stopbrexit']"
4711665,1049220425086058496,18718131,negative,remain,2018-10-08T08:50:17.000Z,"SE London... Peter or R has lost their wedding ring.. #FBPE #StopBrexit #Brexit #PeoplesVote #Everyone #StandUp4Brexit #standup2brexit.

Let's get this ring home.. https://t.co/FHLevFVNXs","['brexit', 'standup2brexit', 'stopbrexit', 'fbpe', 'standup4brexit', 'peoplesvote', 'everyone']"
4711664,1049220425086058496,18718131,negative,remain,2018-10-08T08:50:17.000Z,"SE London... Peter or R has lost their wedding ring.. #FBPE #StopBrexit #Brexit #PeoplesVote #Everyone #StandUp4Brexit #standup2brexit.

Let's get this ring home.. https://t.co/FHLevFVNXs","['brexit', 'standup2brexit', 'stopbrexit', 'fbpe', 'standup4brexit', 'peoplesvote', 'everyone']"
2990572,1029389355335516160,386160167,negative,other,2018-08-14T15:28:42.000Z,Hello @BorisJohnson &amp; @michaelgove — may I suggest that you meet with your constituents ASAP so you can explain why you're still insisting on this #Brexit catastrophe despite your voters now being against it? Time to #StandUp2Brexit and #StopBrexitSaveBritain ! https://t.co/ewjgtHCSyM,"['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
3000624,1029626777080160256,386160167,neutral,remain,2018-08-15T07:12:07.000Z,"Good morning @jeremycorbyn @UKLabour — time to wake up!

You are the Opposition, your job is to oppose the gov't, not play along. #Brexit will destroy this country, and by condoning it YOU will be equally to blame.

Do the right thing, #StandUp2Brexit and #StopBrexitSaveBritain https://t.co/4u7jOco9uj","['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
2990573,1029389355335516160,386160167,negative,other,2018-08-14T15:28:42.000Z,Hello @BorisJohnson &amp; @michaelgove — may I suggest that you meet with your constituents ASAP so you can explain why you're still insisting on this #Brexit catastrophe despite your voters now being against it? Time to #StandUp2Brexit and #StopBrexitSaveBritain ! https://t.co/ewjgtHCSyM,"['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
3563363,1036953695924183040,84151450,positive,remain,2018-09-04T12:26:41.000Z,"@LeaveEUOfficial Westherspoons shares down 5% after being downgraded due to #Brexit risks.
Oh, sweet, sweet irony.
#StandUp2Brexit 
#StopBrexitSaveBritain","['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
3000623,1029626777080160256,386160167,neutral,remain,2018-08-15T07:12:07.000Z,"Good morning @jeremycorbyn @UKLabour — time to wake up!

You are the Opposition, your job is to oppose the gov't, not play along. #Brexit will destroy this country, and by condoning it YOU will be equally to blame.

Do the right thing, #StandUp2Brexit and #StopBrexitSaveBritain https://t.co/4u7jOco9uj","['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
3563200,1036952710774484992,84151450,positive,remain,2018-09-04T12:22:46.000Z,"@JuliaHB1 Well the Government have led to everyone else about our #Brexit prospects. Why not cabinet?
#StandUp2Brexit 
#StopBrexitSaveBritain","['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
3563199,1036952710774484992,84151450,positive,remain,2018-09-04T12:22:46.000Z,"@JuliaHB1 Well the Government have led to everyone else about our #Brexit prospects. Why not cabinet?
#StandUp2Brexit 
#StopBrexitSaveBritain","['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
3563364,1036953695924183040,84151450,positive,remain,2018-09-04T12:26:41.000Z,"@LeaveEUOfficial Westherspoons shares down 5% after being downgraded due to #Brexit risks.
Oh, sweet, sweet irony.
#StandUp2Brexit 
#StopBrexitSaveBritain","['brexit', 'standup2brexit', 'stopbrexitsavebritain']"
3038858,1030144843245342720,1029273979561947136,positive,other,2018-08-16T17:30:44.000Z,"Remember the #Brexit video with penguins? Brilliant, right? They're doing another one about Brexit's impact on the #NHS, only they need our help to get it made. Please give generously. Thanks! If we #StandUp2Brexit, together we can #StopBrexitSaveBritain!
 https://t.co/FDctEiPudj","['brexit', 'standup2brexit', 'stopbrexitsavebritain', 'nhs']"
3038857,1030144843245342720,1029273979561947136,positive,other,2018-08-16T17:30:44.000Z,"Remember the #Brexit video with penguins? Brilliant, right? They're doing another one about Brexit's impact on the #NHS, only they need our help to get it made. Please give generously. Thanks! If we #StandUp2Brexit, together we can #StopBrexitSaveBritain!
 https://t.co/FDctEiPudj","['brexit', 'standup2brexit', 'stopbrexitsavebritain', 'nhs']"
3502893,1036292939041988608,817401306,positive,other,2018-09-02T16:41:04.000Z,"@thecarolemalone 

Please 'Tirn back time' put the #Brexit monkey back in its box. 

#StandUp2Brexit 
#PeoplesVote 
#VoteLeaveBrokeTheLaw","['brexit', 'standup2brexit', 'voteleavebrokethelaw', 'peoplesvote']"
3502892,1036292939041988608,817401306,positive,other,2018-09-02T16:41:04.000Z,"@thecarolemalone 

Please 'Tirn back time' put the #Brexit monkey back in its box. 

#StandUp2Brexit 
#PeoplesVote 
#VoteLeaveBrokeTheLaw","['brexit', 'standup2brexit', 'voteleavebrokethelaw', 'peoplesvote']"
3385241,1034511088732258304,1270544544,neutral,leave,2018-08-28T18:40:38.000Z,"Yes, for sure the Brexiteers seem to be the only ones who are set up to make money from Brexit ... strange that!?  #brexit #StandUp2Brexit  #StandUp4Brexit https://t.co/VA0obQbF4e","['brexit', 'standup4brexit', 'standup2brexit']"
3385240,1034511088732258304,1270544544,neutral,leave,2018-08-28T18:40:38.000Z,"Yes, for sure the Brexiteers seem to be the only ones who are set up to make money from Brexit ... strange that!?  #brexit #StandUp2Brexit  #StandUp4Brexit https://t.co/VA0obQbF4e","['brexit', 'standup4brexit', 'standup2brexit']"
3181952,1032008307391774720,1029273979561947136,neutral,remain,2018-08-21T20:55:28.000Z,"Leading Brexiteer Liam Fox complains #British people are too obsessed  with #Brexit!!! WTF... if anything, not enough people are obsessed about  it... #StopBrexit #StopBrexitSaveBritain #StandUp2Brexit","['brexit', 'stopbrexitsavebritain', 'british', 'standup2brexit', 'stopbrexit']"
3181951,1032008307391774720,1029273979561947136,neutral,remain,2018-08-21T20:55:28.000Z,"Leading Brexiteer Liam Fox complains #British people are too obsessed  with #Brexit!!! WTF... if anything, not enough people are obsessed about  it... #StopBrexit #StopBrexitSaveBritain #StandUp2Brexit","['brexit', 'stopbrexitsavebritain', 'british', 'standup2brexit', 'stopbrexit']"
2920093,1028224787003396096,419927046,negative,remain,2018-08-11T10:21:07.000Z,"@pedromakee @DanielJHannan The absolute total and utter insanity of Brexit.

#StopBrexit 
#StandUP4aFirmRemain 
#StandUp2Brexit 

#Immigration 
#Trade 
#Brexit 

https://t.co/rR6V17hA7Z https://t.co/oJSwhrYYyO","['brexit', 'trade', 'standup2brexit', 'stopbrexit', 'standup4afirmremain', 'immigration']"
2920094,1028224787003396096,419927046,negative,remain,2018-08-11T10:21:07.000Z,"@pedromakee @DanielJHannan The absolute total and utter insanity of Brexit.

#StopBrexit 
#StandUP4aFirmRemain 
#StandUp2Brexit 

#Immigration 
#Trade 
#Brexit 

https://t.co/rR6V17hA7Z https://t.co/oJSwhrYYyO","['brexit', 'trade', 'standup2brexit', 'stopbrexit', 'standup4afirmremain', 'immigration']"
3164576,1031868525084909568,69558002,negative,leave,2018-08-21T11:40:02.000Z,@afneil @nickreeves9876 @BBC Wirklich? Vraiment? Tényleg? Vero? Same language? Maybe it's because they agree that #BrexitBetraysBritain and #StandUp2Brexit &amp; the #BrexitMeansTrump cult you suck up to? #StopBrexitSaveDemocracy #StopFascism Simple message really. @hopenothate #Impeach #Brexit is a crime #FBPE,"['brexitbetraysbritain', 'stopbrexitsavedemocracy', 'brexit', 'brexitmeanstrump', 'standup2brexit', 'impeach', 'fbpe', 'stopfascism']"
3164577,1031868525084909568,69558002,negative,leave,2018-08-21T11:40:02.000Z,@afneil @nickreeves9876 @BBC Wirklich? Vraiment? Tényleg? Vero? Same language? Maybe it's because they agree that #BrexitBetraysBritain and #StandUp2Brexit &amp; the #BrexitMeansTrump cult you suck up to? #StopBrexitSaveDemocracy #StopFascism Simple message really. @hopenothate #Impeach #Brexit is a crime #FBPE,"['brexitbetraysbritain', 'stopbrexitsavedemocracy', 'brexit', 'brexitmeanstrump', 'standup2brexit', 'impeach', 'fbpe', 'stopfascism']"
3172038,1031931383193718784,751772314774212608,neutral,remain,2018-08-21T15:49:48.000Z,Barry Gardiner is a complete tosser #Brexit #Brexitchaos #StandUp2Brexit,"['brexitchaos', 'brexit', 'standup2brexit']"
3172039,1031931383193718784,751772314774212608,neutral,remain,2018-08-21T15:49:48.000Z,Barry Gardiner is a complete tosser #Brexit #Brexitchaos #StandUp2Brexit,"['brexitchaos', 'brexit', 'standup2brexit']"
2880921,1027619403406483456,991401462881284096,negative,remain,2018-08-09T18:15:32.000Z,"I'm sure @SCrabbPembs and @Simonhartmp don't want to be held responsible for wrecking the economy through a pointless Brexit, or diminishing their constituents rights, because it'll all come back at the ballot box now the #Brexitfraud has been exposed..So let's #StandUp2Brexit https://t.co/5Ky3sMV3Li","['brexitfraud', 'standup2brexit']"
2880920,1027619403406483456,991401462881284096,negative,remain,2018-08-09T18:15:32.000Z,"I'm sure @SCrabbPembs and @Simonhartmp don't want to be held responsible for wrecking the economy through a pointless Brexit, or diminishing their constituents rights, because it'll all come back at the ballot box now the #Brexitfraud has been exposed..So let's #StandUp2Brexit https://t.co/5Ky3sMV3Li","['brexitfraud', 'standup2brexit']"
3903992,1041371449766957056,1029273979561947136,positive,remain,2018-09-16T17:01:16.000Z,"#CountTheWins &gt;&gt; Small changes  eventually add up to #huge results --
#StopBrexit #StandUp2Brexit #FBPE #BrexitShambles #Brexit #WATON #QueenElizabethII @RoyalFamily @KensingtonRoyal @10DowningStreet @LabourPartyUK @LibDems @TheGreenParty @SNP @Plaid_Cymru – PRT https://t.co/8OaBNtFptD","['brexitshambles', 'brexit', 'countthewins', 'queenelizabethii', 'waton', 'standup2brexit', 'stopbrexit', 'fbpe', 'huge']"
3903993,1041371449766957056,1029273979561947136,positive,remain,2018-09-16T17:01:16.000Z,"#CountTheWins &gt;&gt; Small changes  eventually add up to #huge results --
#StopBrexit #StandUp2Brexit #FBPE #BrexitShambles #Brexit #WATON #QueenElizabethII @RoyalFamily @KensingtonRoyal @10DowningStreet @LabourPartyUK @LibDems @TheGreenParty @SNP @Plaid_Cymru – PRT https://t.co/8OaBNtFptD","['brexitshambles', 'brexit', 'countthewins', 'queenelizabethii', 'waton', 'standup2brexit', 'stopbrexit', 'fbpe', 'huge']"
3903964,1041371281449472000,1029273979561947136,positive,remain,2018-09-16T17:00:35.000Z,"#CountTheWins &gt;&gt; And it all began with one small #win -- 
#StopBrexit #StandUp2Brexit #FBPE #BrexitShambles #Brexit #WATON @Suewilson91 @peoplesvote_uk @RemainingKind @LoubinWally @Labour4EU @OldBobCyprus @lunaperla @DancingTheMind @EUCitizen2017 – PRT https://t.co/0Mlj8CedNb","['brexitshambles', 'brexit', 'countthewins', 'waton', 'standup2brexit', 'stopbrexit', 'fbpe', 'win']"
3903965,1041371281449472000,1029273979561947136,positive,remain,2018-09-16T17:00:35.000Z,"#CountTheWins &gt;&gt; And it all began with one small #win -- 
#StopBrexit #StandUp2Brexit #FBPE #BrexitShambles #Brexit #WATON @Suewilson91 @peoplesvote_uk @RemainingKind @LoubinWally @Labour4EU @OldBobCyprus @lunaperla @DancingTheMind @EUCitizen2017 – PRT https://t.co/0Mlj8CedNb","['brexitshambles', 'brexit', 'countthewins', 'waton', 'standup2brexit', 'stopbrexit', 'fbpe', 'win']"
3072063,1030710418724020224,751772314774212608,positive,other,2018-08-18T06:58:08.000Z,Is #leavemeansleave relaunching as sleazemeanssleaze? Load up with eggs to give the bus a welcome reception in your area!! #Brexit #StandUp2Brexit #Brexitshambles,"['brexitshambles', 'brexit', 'leavemeansleave', 'standup2brexit']"
3072064,1030710418724020224,751772314774212608,positive,other,2018-08-18T06:58:08.000Z,Is #leavemeansleave relaunching as sleazemeanssleaze? Load up with eggs to give the bus a welcome reception in your area!! #Brexit #StandUp2Brexit #Brexitshambles,"['brexitshambles', 'brexit', 'leavemeansleave', 'standup2brexit']"
4788941,1050149191673102336,734452847497117696,negative,other,2018-10-10T22:20:52.000Z,"Mueller gets longest sentence yet for man who helped Russian trolls.

#Brexit #BrexitShambles #StandUp2Brexit #AIQ #CambridgeAnalytica #RussianTrolls 

https://t.co/fHejie8mdV","['brexitshambles', 'cambridgeanalytica', 'aiq', 'brexit', 'russiantrolls', 'standup2brexit']"
4788940,1050149191673102336,734452847497117696,negative,other,2018-10-10T22:20:52.000Z,"Mueller gets longest sentence yet for man who helped Russian trolls.

#Brexit #BrexitShambles #StandUp2Brexit #AIQ #CambridgeAnalytica #RussianTrolls 

https://t.co/fHejie8mdV","['brexitshambles', 'cambridgeanalytica', 'aiq', 'brexit', 'russiantrolls', 'standup2brexit']"
3090238,1030925318520020992,1029273979561947136,positive,remain,2018-08-18T21:12:04.000Z,"If you live in the constituency of Cambridge, you're lucky, 'cos your MP #DanielZeichner calls a spade a spade, and #Brexit a disaster. Thank him &amp; ask him to continue to #StandUp2Brexit

#StopBrexitSaveBritain #FBPE #WATON
#Cambridge #CambridgeHour #WhatsOnCambridge #politics https://t.co/OqP5Swe0Gy","['cambridgehour', 'stopbrexitsavebritain', 'danielzeichner', 'cambridge', 'brexit', 'politics', 'waton', 'whatsoncambridge', 'standup2brexit', 'fbpe']"
3090239,1030925318520020992,1029273979561947136,positive,remain,2018-08-18T21:12:04.000Z,"If you live in the constituency of Cambridge, you're lucky, 'cos your MP #DanielZeichner calls a spade a spade, and #Brexit a disaster. Thank him &amp; ask him to continue to #StandUp2Brexit

#StopBrexitSaveBritain #FBPE #WATON
#Cambridge #CambridgeHour #WhatsOnCambridge #politics https://t.co/OqP5Swe0Gy","['cambridgehour', 'stopbrexitsavebritain', 'danielzeichner', 'cambridge', 'brexit', 'politics', 'waton', 'whatsoncambridge', 'standup2brexit', 'fbpe']"
3904016,1041371715232821248,1029273979561947136,positive,remain,2018-09-16T17:02:19.000Z,"#CountTheWins &gt;&gt; #Celebrate every tiny #victory --
#StopBrexit #StandUp2Brexit #FBPE #BrexitShambles #Brexit @EUflagmafia @EUCitizen2017 @RemainingKind @acgrayling @Sussex4Europe @Haggis_UK @dontbrexitfixit @lunaperla @RemainingKind @StopBrexitMarch @EUflagmafia -- PRT https://t.co/t6PL3qi65R","['celebrate', 'brexitshambles', 'brexit', 'countthewins', 'standup2brexit', 'stopbrexit', 'fbpe', 'victory']"
3904017,1041371715232821248,1029273979561947136,positive,remain,2018-09-16T17:02:19.000Z,"#CountTheWins &gt;&gt; #Celebrate every tiny #victory --
#StopBrexit #StandUp2Brexit #FBPE #BrexitShambles #Brexit @EUflagmafia @EUCitizen2017 @RemainingKind @acgrayling @Sussex4Europe @Haggis_UK @dontbrexitfixit @lunaperla @RemainingKind @StopBrexitMarch @EUflagmafia -- PRT https://t.co/t6PL3qi65R","['celebrate', 'brexitshambles', 'brexit', 'countthewins', 'standup2brexit', 'stopbrexit', 'fbpe', 'victory']"
3084467,1030846172183900160,50782954,positive,other,2018-08-18T15:57:34.000Z,.@Simon4NDorset Please stand up to Brexit bullies who oppose PM's #Chequers deal &amp; are promoting a No Deal #BrexitShambles - disasterous for the UK!  #StandUp2Brexit not #StandUp4Brexit! https://t.co/ekddji17Nw,"['chequers', 'brexitshambles', 'standup2brexit', 'standup4brexit']"
3084466,1030846172183900160,50782954,positive,other,2018-08-18T15:57:34.000Z,.@Simon4NDorset Please stand up to Brexit bullies who oppose PM's #Chequers deal &amp; are promoting a No Deal #BrexitShambles - disasterous for the UK!  #StandUp2Brexit not #StandUp4Brexit! https://t.co/ekddji17Nw,"['chequers', 'brexitshambles', 'standup2brexit', 'standup4brexit']"
3605656,1037411153184546816,838879567670611840,positive,other,2018-09-05T18:44:27.000Z,"@brexitnotes @andreajenkyns @StandUp4Brexit No, StandUp2Brexit group are campaigning against the policy of government.  The only plan on the table is #Chequers. 
Labour say they support Brexit, but don't have an alternative.

#StandUp2Brexit","['chequers', 'standup2brexit']"
3605657,1037411153184546816,838879567670611840,positive,other,2018-09-05T18:44:27.000Z,"@brexitnotes @andreajenkyns @StandUp4Brexit No, StandUp2Brexit group are campaigning against the policy of government.  The only plan on the table is #Chequers. 
Labour say they support Brexit, but don't have an alternative.

#StandUp2Brexit","['chequers', 'standup2brexit']"
4594156,1047534832190992384,45970216,negative,remain,2018-10-03T17:12:20.000Z,"The @Independent's Final Say petition is going to surge past 850K in the aftermath of Theresa May's dire speech today #CPC18
Almost 1M people have said they want to check Brexit before we exit.
Are you with us?
#StandUp2Brexit
#LookB4WeLeave #FinalSay
https://t.co/J9dRJhjWzy","['cpc18', 'standup2brexit', 'finalsay', 'lookb4weleave']"
4594157,1047534832190992384,45970216,negative,remain,2018-10-03T17:12:20.000Z,"The @Independent's Final Say petition is going to surge past 850K in the aftermath of Theresa May's dire speech today #CPC18
Almost 1M people have said they want to check Brexit before we exit.
Are you with us?
#StandUp2Brexit
#LookB4WeLeave #FinalSay
https://t.co/J9dRJhjWzy","['cpc18', 'standup2brexit', 'finalsay', 'lookb4weleave']"
3003384,1029654372060459008,69558002,negative,other,2018-08-15T09:01:47.000Z,"@sarah_richens @SteveBakerHW @StandUp4Brexit @AtStalls shows people #StandUp2Brexit not 4! Their eyes are open now. They say #EnoughIsEnough LIES, FRAUDULENT #Brexit #Brexitometers grass roots polls: #StopBrexitSaveBritain Our children's future is precious. We won't let #Fascism &amp; disaster capitalists rob #Democracy #FBPE https://t.co/6yQ88XhB4d","['enoughisenough', 'stopbrexitsavebritain', 'brexit', 'fascism', 'democracy', 'standup2brexit', 'fbpe', 'brexitometers']"
