,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
0,0,0,0,0,0,422304,790532470370340864,746776023262465920,neutral,remain,2016-10-24T12:36:42.000Z,"I thought it was fishy. I thought it was bad.Just makes me realise the left are so sad.
#BrexitForever
#Brexit
#LoveUK https://t.co/UegagLIWF0","['brexitforever', 'loveuk', 'brexit']"
93,93,93,93,93,93,2601975,1024048228101173248,974019358900084736,negative,leave,2018-07-30T21:44:58.000Z,Absolutely right. Fibbing federalist scumbag Remainers. #Brexit #Brexitforever https://t.co/zmibuCyfwj,"['brexitforever', 'brexit']"
94,94,94,94,94,94,2634560,1024334694274531328,974019358900084736,negative,other,2018-07-31T16:43:16.000Z,"@Zombie_Jeebus @JoeTwyman @faisalislam If the Irish Government choose to erect a hard border, on the orders of their Masters in Brussels, then on their head be it. #Brexit #Brexitforever","['brexitforever', 'brexit']"
95,95,95,95,95,95,1062231,1008617198754156544,974019358900084736,neutral,leave,2018-06-18T07:47:34.000Z,@johnrallan @ChukaUmunna Delusional is not the word #Brexit #Brexitforever,"['brexitforever', 'brexit']"
96,96,96,96,96,96,636860,1003389332353441792,974019358900084736,negative,other,2018-06-03T21:33:53.000Z,@scarletharlot69 @LeedsEurope @_Britain4Europe @euromove @peoplesvote_uk @RCorbettMEP @NYorksEurope @StopBrexitMarch @trace462 @Labour4EU The French tolerate the loss of sovereignty on the understanding that they can dominate the EU #Brexit #Brexitforever,"['brexitforever', 'brexit']"
97,97,97,97,97,97,4039066,1042750269367508992,974019358900084736,negative,other,2018-09-20T12:20:12.000Z,"@stevenphillips7 @DavidLammy There is no need for the Remain option because we’ve already decided to Leave, confirmed in a subsequent General Election in which the Leave supporting Parties obtained 80% of the vote. The question now is Leave with a Deal or Leave with no Deal. #Brexit #Brexitforever","['brexitforever', 'brexit']"
98,98,98,98,98,98,2871191,1027509711476871168,974019358900084736,neutral,other,2018-08-09T10:59:40.000Z,@DavidLammy Only muppets get their cash at the Airport. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
99,99,99,99,99,99,938443,1007035539713937408,974019358900084736,neutral,other,2018-06-13T23:02:37.000Z,@joelymack 17.4million do actually #Brexit #Brexitforever,"['brexitforever', 'brexit']"
100,100,100,100,100,100,1171955,1009828612101599232,974019358900084736,positive,leave,2018-06-21T16:01:17.000Z,"@guyverhofstadt @MayorofLondon The body to oversee foreigners in our country is called ‘The British Government.’ And since European citizens have made so much money here, it is only fair they pay the admin costs of their application. #Brexit #Brexitforever","['brexitforever', 'brexit']"
101,101,101,101,101,101,1143143,1009474856755359744,974019358900084736,negative,other,2018-06-20T16:35:35.000Z,"@EmilyThornberry Oi, no special treatment for women anymore. You wanted equality. Get voting. #Brexit #Brexitforever","['brexitforever', 'brexit']"
102,102,102,102,102,102,1115333,1009162466935431168,974019358900084736,negative,other,2018-06-19T19:54:16.000Z,"@thomasbrake @Anna_Soubry Shocking displays of European Federalism. You will be defeated, as all enemies of this island are ultimately defeated. #Brexit #Brexitforever","['brexitforever', 'brexit']"
103,103,103,103,103,103,1153415,1009601826537267200,974019358900084736,positive,remain,2018-06-21T01:00:07.000Z,@MusclesBri @nat_com1 @Femi_Sorry Do tell us why you think it’s a good idea to ‘pool sovereignty’? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
104,104,104,104,104,104,636859,1003389332353441792,974019358900084736,negative,other,2018-06-03T21:33:53.000Z,@scarletharlot69 @LeedsEurope @_Britain4Europe @euromove @peoplesvote_uk @RCorbettMEP @NYorksEurope @StopBrexitMarch @trace462 @Labour4EU The French tolerate the loss of sovereignty on the understanding that they can dominate the EU #Brexit #Brexitforever,"['brexitforever', 'brexit']"
105,105,105,105,105,105,572343,1002226994459873280,974019358900084736,negative,leave,2018-05-31T16:35:10.000Z,@DavidJoBrexit Disgusting #Brexitforever #Brexit,"['brexitforever', 'brexit']"
106,106,106,106,106,106,1016644,1008101355972685824,974019358900084736,negative,other,2018-06-16T21:37:47.000Z,@AndyNeadley @TheBishF1 @EssexBuccaneer The less painful option would have been to split Germany up into little pieces. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
107,107,107,107,107,107,2519220,1023195665927733248,974019358900084736,neutral,leave,2018-07-28T13:17:11.000Z,@Marshmyst Disgraceful behaviour. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
108,108,108,108,108,108,3871950,1040952689381793792,974019358900084736,positive,leave,2018-09-15T13:17:15.000Z,"@thatginamiller @endthechaosuk Like most leavers I’m feeling pretty confident about the future, safe in the knowledge that the UK is the most successful nation state in history, and Europe the source of all the worlds problems. #Brexit #Brexitforever","['brexitforever', 'brexit']"
109,109,109,109,109,109,2136152,1019361035898236928,974019358900084736,neutral,other,2018-07-17T23:19:44.000Z,@Femi_Sorry We joined the Common Market on a lie. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
110,110,110,110,110,110,3706376,1039062577115025408,974019358900084736,neutral,other,2018-09-10T08:06:37.000Z,@Femi_Sorry The biggest lie of the 20th Century was that we were joining nothing more than a trading bloc. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
111,111,111,111,111,111,572344,1002226994459873280,974019358900084736,negative,leave,2018-05-31T16:35:10.000Z,@DavidJoBrexit Disgusting #Brexitforever #Brexit,"['brexitforever', 'brexit']"
112,112,112,112,112,112,3706377,1039062577115025408,974019358900084736,neutral,other,2018-09-10T08:06:37.000Z,@Femi_Sorry The biggest lie of the 20th Century was that we were joining nothing more than a trading bloc. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
113,113,113,113,113,113,2519219,1023195665927733248,974019358900084736,neutral,leave,2018-07-28T13:17:11.000Z,@Marshmyst Disgraceful behaviour. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
114,114,114,114,114,114,1143142,1009474856755359744,974019358900084736,negative,other,2018-06-20T16:35:35.000Z,"@EmilyThornberry Oi, no special treatment for women anymore. You wanted equality. Get voting. #Brexit #Brexitforever","['brexitforever', 'brexit']"
115,115,115,115,115,115,1058880,1008595868000407552,974019358900084736,positive,other,2018-06-18T06:22:48.000Z,"@johnrallan @ChukaUmunna So what? Nice try to try and avoid the political realty of a Leave vote, but it’s happening so get used to it. #Brexit #Brexitforever","['brexitforever', 'brexit']"
116,116,116,116,116,116,3717563,1039180596088594432,974019358900084736,positive,other,2018-09-10T15:55:35.000Z,@CarolineFlintMP He’s a raging federalist hoovering up a nice EU Pension. Who cares what he thinks. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
117,117,117,117,117,117,1115366,1009162809232551936,974019358900084736,positive,leave,2018-06-19T19:55:37.000Z,"@lincolnshire4eu @thomasbrake @Anna_Soubry Great at humiliating herself, her party and her Country. #Brexit #Brexitforever","['brexitforever', 'brexit']"
118,118,118,118,118,118,746767,1005057007865475072,974019358900084736,negative,other,2018-06-08T12:00:38.000Z,"@acgrayling Hang on, didn’t the county Vote Leave and didn’t the pro-Brexit parties get 80% of the vote at the last general election? You need to spend less time with Guy Verhofstadt. I think he’s trying to brainwash you #Brexit #Brexitforever","['brexitforever', 'brexit']"
119,119,119,119,119,119,1153414,1009601826537267200,974019358900084736,positive,remain,2018-06-21T01:00:07.000Z,@MusclesBri @nat_com1 @Femi_Sorry Do tell us why you think it’s a good idea to ‘pool sovereignty’? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
120,120,120,120,120,120,1115365,1009162809232551936,974019358900084736,positive,leave,2018-06-19T19:55:37.000Z,"@lincolnshire4eu @thomasbrake @Anna_Soubry Great at humiliating herself, her party and her Country. #Brexit #Brexitforever","['brexitforever', 'brexit']"
121,121,121,121,121,121,2533626,1023352736908279808,974019358900084736,negative,other,2018-07-28T23:41:20.000Z,@Brexit No such request will be made #Brexit #Brexitforever,"['brexitforever', 'brexit']"
122,122,122,122,122,122,746768,1005057007865475072,974019358900084736,negative,other,2018-06-08T12:00:38.000Z,"@acgrayling Hang on, didn’t the county Vote Leave and didn’t the pro-Brexit parties get 80% of the vote at the last general election? You need to spend less time with Guy Verhofstadt. I think he’s trying to brainwash you #Brexit #Brexitforever","['brexitforever', 'brexit']"
123,123,123,123,123,123,2871192,1027509711476871168,974019358900084736,neutral,other,2018-08-09T10:59:40.000Z,@DavidLammy Only muppets get their cash at the Airport. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
124,124,124,124,124,124,2519088,1023194548007301120,974019358900084736,neutral,other,2018-07-28T13:12:44.000Z,@DavidLammy Doesn’t sound as loud as 17.4million people to me..? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
125,125,125,125,125,125,1017612,1008113657300049920,974019358900084736,neutral,other,2018-06-16T22:26:40.000Z,@HuntedTeamNick @thegordonkerr @razwananwar @Ferretgrove Bring it on! #Brexit #Brexitforever,"['brexitforever', 'brexit']"
126,126,126,126,126,126,1219589,1010259734476312576,974019358900084736,neutral,other,2018-06-22T20:34:25.000Z,@acgrayling Other plane manufacturers are available. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
127,127,127,127,127,127,1845821,1016824868384452608,974019358900084736,positive,leave,2018-07-10T23:21:54.000Z,@BorisJohnson Hi Boris. I’m pleased you are standing your ground on this. Could you co-ordinate the disparate Brexit groups into more of a national campaign? We all disbanded far too early..... #Brexit #Brexitforever,"['brexitforever', 'brexit']"
128,128,128,128,128,128,1219588,1010259734476312576,974019358900084736,neutral,other,2018-06-22T20:34:25.000Z,@acgrayling Other plane manufacturers are available. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
129,129,129,129,129,129,2584679,1023926531918372864,974019358900084736,neutral,other,2018-07-30T13:41:23.000Z,@toadmeister Cheeky #Brexit #Brexitforever,"['brexitforever', 'brexit']"
130,130,130,130,130,130,1143017,1009473673554747392,974019358900084736,negative,leave,2018-06-20T16:30:53.000Z,@OwenJones84 How can you accuse anyone else of being in the gutter when you work with foreign powers to undermine a democratic vote by the British People?! #Brexit #Brexitforever,"['brexitforever', 'brexit']"
131,131,131,131,131,131,1845822,1016824868384452608,974019358900084736,positive,leave,2018-07-10T23:21:54.000Z,@BorisJohnson Hi Boris. I’m pleased you are standing your ground on this. Could you co-ordinate the disparate Brexit groups into more of a national campaign? We all disbanded far too early..... #Brexit #Brexitforever,"['brexitforever', 'brexit']"
132,132,132,132,132,132,2584678,1023926531918372864,974019358900084736,neutral,other,2018-07-30T13:41:23.000Z,@toadmeister Cheeky #Brexit #Brexitforever,"['brexitforever', 'brexit']"
133,133,133,133,133,133,3201715,1032277196117827584,974019358900084736,negative,leave,2018-08-22T14:43:56.000Z,"@peoplesvote_uk @MitchBenn @RemainerNow Patronising nonsense and fear tactics. Our concerns about the EU were proven right and had been known about at least since 1992, yet we had to wait 40 YEARS for a vote. Let’s implement Brexit and then review in 40 years time. #Brexit #Brexitforever","['brexitforever', 'brexit']"
134,134,134,134,134,134,2533625,1023352736908279808,974019358900084736,negative,other,2018-07-28T23:41:20.000Z,@Brexit No such request will be made #Brexit #Brexitforever,"['brexitforever', 'brexit']"
135,135,135,135,135,135,1702475,1015756910384074752,974019358900084736,neutral,leave,2018-07-08T00:38:13.000Z,@Femi_Sorry Remoaners getting their arses kicked. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
136,136,136,136,136,136,2485721,1022804545313878016,974019358900084736,neutral,leave,2018-07-27T11:23:01.000Z,@Heidi_LDN @politicshome Were talks between the EU and Turkey about membership underway at the time? Has the door to membership been closed? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
137,137,137,137,137,137,3706422,1039062871739715584,974019358900084736,negative,other,2018-09-10T08:07:48.000Z,"@campbellclaret @LiamFox We can’t make trade deals until we leave, moron. #Brexit #Brexitforever","['brexitforever', 'brexit']"
138,138,138,138,138,138,921113,1006913437052620800,974019358900084736,neutral,leave,2018-06-13T14:57:25.000Z,@Anna_Soubry I’m sure it will be discussed. Are you perhaps reading too much into the word ‘discussed.’? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
139,139,139,139,139,139,2634131,1024331482066821120,974019358900084736,negative,other,2018-07-31T16:30:31.000Z,"@Zombie_Jeebus @JoeTwyman @faisalislam Wow, talk about the battered wife relationship, trying to use the fear of violence to keep us in the EU! How do you think the British People would respond to that? #Brexit #Brexitforever","['brexitforever', 'brexit']"
140,140,140,140,140,140,1171954,1009828612101599232,974019358900084736,positive,leave,2018-06-21T16:01:17.000Z,"@guyverhofstadt @MayorofLondon The body to oversee foreigners in our country is called ‘The British Government.’ And since European citizens have made so much money here, it is only fair they pay the admin costs of their application. #Brexit #Brexitforever","['brexitforever', 'brexit']"
141,141,141,141,141,141,1118218,1009204295089246208,974019358900084736,positive,remain,2018-06-19T22:40:28.000Z,"@hamishjohnhenry @SODEMAction Luckily they look young enough to live to a ripe old age, enabling them to see the EU crumble within their lifetimes, and to look back on their folly and feel shame at a mispent youth and at letting the country down. #Brexit #Brexitforever","['brexitforever', 'brexit']"
142,142,142,142,142,142,2519087,1023194548007301120,974019358900084736,neutral,other,2018-07-28T13:12:44.000Z,@DavidLammy Doesn’t sound as loud as 17.4million people to me..? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
143,143,143,143,143,143,955123,1007218596286730240,974019358900084736,neutral,leave,2018-06-14T11:10:01.000Z,@strandedatsea @Haggis_UK You mean no European Federalist Bots taking orders from the EU? I agree #Brexit #Brexitforever,"['brexitforever', 'brexit']"
144,144,144,144,144,144,2232080,1020397043444076544,974019358900084736,negative,remain,2018-07-20T19:56:27.000Z,@thomasbrake @ChrisPhilpMP Get over it. Federalism is dying. You spent loads more than us and STILL lost! #Brexit #Brexitforever https://t.co/UBNPYaqR6j,"['brexitforever', 'brexit']"
145,145,145,145,145,145,614394,1003047423642669056,974019358900084736,negative,other,2018-06-02T22:55:16.000Z,"@Reuters Na, just leave it. EU authoritarianism comes face to face with British pragmatism on the Irish border. The EU will come off worse #Brexit #Brexitforever","['brexitforever', 'brexit']"
146,146,146,146,146,146,1032925,1008293100001878016,974019358900084736,positive,leave,2018-06-17T10:19:42.000Z,@piablepebble @Emylevy @EU_Commission European countries superior to England? Please explain. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
147,147,147,147,147,147,2204399,1019913797128065024,974019358900084736,positive,leave,2018-07-19T11:56:12.000Z,"@mediawhizz @andyrome64 @BritishInEurope I think it more likely the British Public will say “Well, you decided to live in Europe. Don’t drag the rest of us down with you.” #Brexit #Brexitforever","['brexitforever', 'brexit']"
148,148,148,148,148,148,2229602,1020289367418470400,974019358900084736,positive,leave,2018-07-20T12:48:35.000Z,"@InnogenLamb @overnunder @fergs01 @ChukaUmunna @GMB Even if true, a temporary blip of a price worth paying. We knew that when we voted Leave. You can’t keep giving accountants answers to questions of sovereignty. #Brexit #Brexitforever","['brexitforever', 'brexit']"
149,149,149,149,149,149,2041892,1018806122763948032,974019358900084736,negative,leave,2018-07-16T10:34:42.000Z,@Anna_Soubry Business does not write British Foreign Policy. Businesses come and go. They must adapt or die. That’s true whether it’s new technology or Brexit #Brexit #Brexitforever,"['brexitforever', 'brexit']"
150,150,150,150,150,150,3871949,1040952689381793792,974019358900084736,positive,leave,2018-09-15T13:17:15.000Z,"@thatginamiller @endthechaosuk Like most leavers I’m feeling pretty confident about the future, safe in the knowledge that the UK is the most successful nation state in history, and Europe the source of all the worlds problems. #Brexit #Brexitforever","['brexitforever', 'brexit']"
151,151,151,151,151,151,746848,1005057533206200320,974019358900084736,neutral,leave,2018-06-08T12:02:43.000Z,@dommafham @ManInFenham @acgrayling Certainly not federalist extremists who seek to to subvert 28 nations to an all powerful bureaucracy. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
152,152,152,152,152,152,1153393,1009601404930023424,974019358900084736,neutral,remain,2018-06-21T00:58:27.000Z,@Porgie78 @courty1793 @LaylaMoran No deal is the BEST outcome for the UK as we’ll no longer be distorting natural trade patterns. We will start the process of weaning ourselves off Europe and re-engaging with the rest of the world #Brexit #Brexitforever,"['brexitforever', 'brexit']"
153,153,153,153,153,153,1016645,1008101355972685824,974019358900084736,negative,other,2018-06-16T21:37:47.000Z,@AndyNeadley @TheBishF1 @EssexBuccaneer The less painful option would have been to split Germany up into little pieces. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
154,154,154,154,154,154,2723537,1025358318200602624,974019358900084736,negative,leave,2018-08-03T12:30:47.000Z,"@Anna_Soubry What nonsense. You count the votes that were cast. You can’t count votes that were not cast, by definition! The turnout was high and the 17.4million is the most votes ever cast for anything in the UK’s history. Get a grip. #Brexit #Brexitforever","['brexitforever', 'brexit']"
155,155,155,155,155,155,2723536,1025358318200602624,974019358900084736,negative,leave,2018-08-03T12:30:47.000Z,"@Anna_Soubry What nonsense. You count the votes that were cast. You can’t count votes that were not cast, by definition! The turnout was high and the 17.4million is the most votes ever cast for anything in the UK’s history. Get a grip. #Brexit #Brexitforever","['brexitforever', 'brexit']"
156,156,156,156,156,156,2634559,1024334694274531328,974019358900084736,negative,other,2018-07-31T16:43:16.000Z,"@Zombie_Jeebus @JoeTwyman @faisalislam If the Irish Government choose to erect a hard border, on the orders of their Masters in Brussels, then on their head be it. #Brexit #Brexitforever","['brexitforever', 'brexit']"
157,157,157,157,157,157,746847,1005057533206200320,974019358900084736,neutral,leave,2018-06-08T12:02:43.000Z,@dommafham @ManInFenham @acgrayling Certainly not federalist extremists who seek to to subvert 28 nations to an all powerful bureaucracy. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
158,158,158,158,158,158,2041891,1018806122763948032,974019358900084736,negative,leave,2018-07-16T10:34:42.000Z,@Anna_Soubry Business does not write British Foreign Policy. Businesses come and go. They must adapt or die. That’s true whether it’s new technology or Brexit #Brexit #Brexitforever,"['brexitforever', 'brexit']"
159,159,159,159,159,159,2244845,1020607461642985472,974019358900084736,positive,other,2018-07-21T09:52:35.000Z,"@spaceangel1964 @Anna_Soubry @Plaid_Cymru Yes, as long as it’s made up solely of Brexiteers, of whichever party, to get the job done. #Brexit #Brexitforever","['brexitforever', 'brexit']"
160,160,160,160,160,160,2634058,1024330848664002560,974019358900084736,negative,remain,2018-07-31T16:28:00.000Z,@rogerokeeffe @JoeTwyman Not really. You’re essentially blackmailing the voters by stating: ‘Vote Remain or we’ll bring violence to your country.’ How do you think people are going to respond to that? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
161,161,161,161,161,161,1171149,1009815863715917824,974019358900084736,neutral,leave,2018-06-21T15:10:38.000Z,@bowen_james @SadiqKhan Is there a process to renounce it? #Brexit #Brexitforever,"['brexitforever', 'brexit']"
162,162,162,162,162,162,1011613,1008031118002663424,974019358900084736,positive,other,2018-06-16T16:58:41.000Z,@ACC_B @Tituca @lynnesandgate @KimSJ @Ferretgrove @johnleremainer @agentx2zero @Shieldmaid8 @nickreeves9876 @HereBeProof @jcm247 @DanielJHannan @BrexitBin @VeroVero777 @pickledpuffin @kmqkatie @EuropeanPenguin @Kean1S @JMPSimor @Hil67 @TheRynheart @lunaperla @MatthewGreen02 @MrRemain @EUtopean @WeNeedEU @NarcAware @acgrayling The craziest argument in history. Good luck with that one #Brexit #Brexitforever,"['brexitforever', 'brexit']"
163,163,163,163,163,163,542234,1001578996621070336,974019358900084736,positive,leave,2018-05-29T21:40:15.000Z,"@16MillionRising @jeremycorbyn @nuppard Great idea actually. Let’s have Trafalgar Day, Brexit Day, Victory in Europe Day and Nigel Farage’s birthday #Brexitforever #Brexit","['brexitforever', 'brexit']"
164,164,164,164,164,164,1007624,1007963648659197952,974019358900084736,positive,leave,2018-06-16T12:30:35.000Z,"@Tituca @lynnesandgate @KimSJ @Ferretgrove @johnleremainer @agentx2zero @Shieldmaid8 @nickreeves9876 @HereBeProof @jcm247 @DanielJHannan @BrexitBin @VeroVero777 @pickledpuffin @kmqkatie @EuropeanPenguin @Kean1S @JMPSimor @Hil67 @TheRynheart @lunaperla @MatthewGreen02 @MrRemain @EUtopean @WeNeedEU @NarcAware @acgrayling No, not always, but in this case we have a happy coincidence of a democratic decision by the people also being the right answer. Win, win. #Brexit #Brexitforever","['brexitforever', 'brexit']"
165,165,165,165,165,165,1011614,1008031118002663424,974019358900084736,positive,other,2018-06-16T16:58:41.000Z,@ACC_B @Tituca @lynnesandgate @KimSJ @Ferretgrove @johnleremainer @agentx2zero @Shieldmaid8 @nickreeves9876 @HereBeProof @jcm247 @DanielJHannan @BrexitBin @VeroVero777 @pickledpuffin @kmqkatie @EuropeanPenguin @Kean1S @JMPSimor @Hil67 @TheRynheart @lunaperla @MatthewGreen02 @MrRemain @EUtopean @WeNeedEU @NarcAware @acgrayling The craziest argument in history. Good luck with that one #Brexit #Brexitforever,"['brexitforever', 'brexit']"
166,166,166,166,166,166,2458438,1022549992215638016,974019358900084736,negative,leave,2018-07-26T18:31:30.000Z,"@EU_Commission @MichelBarnier Yeah, piss off. #Brexit #Brexitforever","['brexitforever', 'brexit']"
167,167,167,167,167,167,747285,1005060822794625024,974019358900084736,positive,leave,2018-06-08T12:15:47.000Z,"@JustSayNope @bbcquestiontime Yes, but too many lines have been crossed recently. The EEC would have sufficed for the purposes you describe above but not full political union. Since the Maastricht Treaty in 1992 the European project has gone too far. #Brexit #Brexitforever","['brexitforever', 'brexit']"
168,168,168,168,168,168,2986996,1029339681954168832,974019358900084736,neutral,other,2018-08-14T12:11:19.000Z,"@RemainerNow We didn’t vote on the basis of Parliamentary seats! It was one person, one vote, equal weight. #Brexit #Brexitforever","['brexitforever', 'brexit']"
169,169,169,169,169,169,792555,1005748027263471616,974019358900084736,neutral,other,2018-06-10T09:46:30.000Z,@proud_remoaner @paulkelly1980 @campbellclaret @POTUS She is the living embodiment of our Constitution. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
170,170,170,170,170,170,792554,1005748027263471616,974019358900084736,neutral,other,2018-06-10T09:46:30.000Z,@proud_remoaner @paulkelly1980 @campbellclaret @POTUS She is the living embodiment of our Constitution. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
171,171,171,171,171,171,643435,1003572434904248320,974019358900084736,negative,other,2018-06-04T09:41:28.000Z,@Cardiff4EU @WalesForEurope @euromove @_Britain4Europe Wales voted Leave #Brexit #Brexitforever,"['brexitforever', 'brexit']"
172,172,172,172,172,172,1086363,1008802519152320512,974019358900084736,neutral,other,2018-06-18T20:03:57.000Z,@ScrewBrexit @crabpaste2018 @Anna_Soubry ..... and Parliament voted to let the people decide this one. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
173,173,173,173,173,173,1086362,1008802519152320512,974019358900084736,neutral,other,2018-06-18T20:03:57.000Z,@ScrewBrexit @crabpaste2018 @Anna_Soubry ..... and Parliament voted to let the people decide this one. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
174,174,174,174,174,174,643436,1003572434904248320,974019358900084736,negative,other,2018-06-04T09:41:28.000Z,@Cardiff4EU @WalesForEurope @euromove @_Britain4Europe Wales voted Leave #Brexit #Brexitforever,"['brexitforever', 'brexit']"
175,175,175,175,175,175,1033152,1008294135214891008,974019358900084736,negative,other,2018-06-17T10:23:49.000Z,@manonapanel @thegordonkerr @razwananwar @Ferretgrove Churchill said we are not absorbed by Europe and furthermore . . .  #Brexit #Brexitforever https://t.co/qdw02kRgUg,"['brexitforever', 'brexit']"
176,176,176,176,176,176,2416283,1022207092168507392,974019358900084736,neutral,other,2018-07-25T19:48:57.000Z,@Tituca Sound. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
177,177,177,177,177,177,2416282,1022207092168507392,974019358900084736,neutral,other,2018-07-25T19:48:57.000Z,@Tituca Sound. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
178,178,178,178,178,178,2347347,1021532574789902336,974019358900084736,negative,other,2018-07-23T23:08:39.000Z,@JolyonMaugham @robertshrimsley Wrong. We implement Brexit then those who are Conservative in name only can p*ss off to another party. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
179,179,179,179,179,179,2347348,1021532574789902336,974019358900084736,negative,other,2018-07-23T23:08:39.000Z,@JolyonMaugham @robertshrimsley Wrong. We implement Brexit then those who are Conservative in name only can p*ss off to another party. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
180,180,180,180,180,180,3732485,1039436174287355904,974019358900084736,negative,leave,2018-09-11T08:51:10.000Z,"So what happened to the 800,000 job losses Remain promised us, just for voting Leave? #Brexit #Brexitforever
UK unemployment falls by 55,000 https://t.co/SITCMld6kH","['brexitforever', 'brexit']"
181,181,181,181,181,181,2986995,1029339681954168832,974019358900084736,neutral,other,2018-08-14T12:11:19.000Z,"@RemainerNow We didn’t vote on the basis of Parliamentary seats! It was one person, one vote, equal weight. #Brexit #Brexitforever","['brexitforever', 'brexit']"
182,182,182,182,182,182,640057,1003521241939107840,974019358900084736,neutral,leave,2018-06-04T06:18:03.000Z,@RodPincher @thatginamiller Of course not. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
183,183,183,183,183,183,3714299,1039134320227704832,974019358900084736,positive,other,2018-09-10T12:51:42.000Z,"@ColinBaldy @campbellclaret @BBCNews Yes, providing the economic case is made #Brexit #Brexitforever","['brexitforever', 'brexit']"
184,184,184,184,184,184,640056,1003521241939107840,974019358900084736,neutral,leave,2018-06-04T06:18:03.000Z,@RodPincher @thatginamiller Of course not. #Brexit #Brexitforever,"['brexitforever', 'brexit']"
185,185,185,185,185,185,954896,1007216931810791424,974019358900084736,negative,remain,2018-06-14T11:03:24.000Z,@timoroz @Haggis_UK Wrong. The Government stated they would implement the decision. No one had changed their minds (you don’t really think the ‘don’t knows’ in opinion polls are voting Remain do you?!) #Brexit #Brexitforever,"['brexitforever', 'brexit']"
186,186,186,186,186,186,3714300,1039134320227704832,974019358900084736,positive,other,2018-09-10T12:51:42.000Z,"@ColinBaldy @campbellclaret @BBCNews Yes, providing the economic case is made #Brexit #Brexitforever","['brexitforever', 'brexit']"
187,187,187,187,187,187,1007387,1007960689640689664,974019358900084736,positive,leave,2018-06-16T12:18:50.000Z,"@lynnesandgate @Tituca @KimSJ @Ferretgrove @johnleremainer @agentx2zero @Shieldmaid8 @nickreeves9876 @HereBeProof @jcm247 @DanielJHannan @BrexitBin @VeroVero777 @pickledpuffin @kmqkatie @EuropeanPenguin @Kean1S @JMPSimor @Hil67 @TheRynheart @lunaperla @MatthewGreen02 @MrRemain @EUtopean @WeNeedEU @NarcAware @acgrayling We are a democracy. Parliament devolved a decision to the people and the people answered. I agree with you on ‘rightness’, which is neither here nor there. The decision must be implemented #Brexit #Brexitforever","['brexitforever', 'brexit']"
188,188,188,188,188,188,3732484,1039436174287355904,974019358900084736,negative,leave,2018-09-11T08:51:10.000Z,"So what happened to the 800,000 job losses Remain promised us, just for voting Leave? #Brexit #Brexitforever
UK unemployment falls by 55,000 https://t.co/SITCMld6kH","['brexitforever', 'brexit']"
189,189,189,189,189,189,1011859,1008035120761196544,974019358900084736,neutral,leave,2018-06-16T17:14:35.000Z,"@Andrew_Adonis Can you also please pledge yourself to preserving the sovereignty of the United Kingdom, upholding the referendum result, democratically made, and fighting the forces of Federalism that threaten the peace and stability of Europe? #Brexit #Brexitforever","['brexitforever', 'brexit']"
190,190,190,190,190,190,1011860,1008035120761196544,974019358900084736,neutral,leave,2018-06-16T17:14:35.000Z,"@Andrew_Adonis Can you also please pledge yourself to preserving the sovereignty of the United Kingdom, upholding the referendum result, democratically made, and fighting the forces of Federalism that threaten the peace and stability of Europe? #Brexit #Brexitforever","['brexitforever', 'brexit']"
