,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
118,118,118,4790005,1050171197210746880,740521037922734080,positive,other,2018-10-10T23:48:19.000Z,"@MattChorley Most likely - @jeremycorbyn and @UKLabour will deliver a jobs first #Brexit with same benefits as now, but with the U.K. outside of #SingleMarket and #CustomeUnion - Mr Starmer blocked me for asking how that’s possible...but it is I guess...
#StopBrexitSaveDemocracy","['customeunion', 'singlemarket', 'stopbrexitsavedemocracy', 'brexit']"
119,119,119,4811399,1050427299877806080,1019204246397509632,negative,leave,2018-10-11T16:45:58.000Z,"As #brexit is a #rightwing coup, I honestly believe that no deal has always been the hidden (albeit not so well) agenda. I hate this government for what they’re doing to our once great country and #Democracy #StopBrexitSaveDemocracy https://t.co/ePw6kU4QhU","['democracy', 'rightwing', 'brexit', 'stopbrexitsavedemocracy']"
120,120,120,4811398,1050427299877806080,1019204246397509632,negative,leave,2018-10-11T16:45:58.000Z,"As #brexit is a #rightwing coup, I honestly believe that no deal has always been the hidden (albeit not so well) agenda. I hate this government for what they’re doing to our once great country and #Democracy #StopBrexitSaveDemocracy https://t.co/ePw6kU4QhU","['democracy', 'rightwing', 'brexit', 'stopbrexitsavedemocracy']"
121,121,121,4003547,1042424975544791040,1038345808603750400,positive,remain,2018-09-19T14:47:36.000Z,"A little levity?
Why are atoms like Theresa May and the Brexit supporting members of her government?
They make up everything
I'm sure there are better ones out there
#StopBrexitSaveDemocracy #PeoplesVote #EndTheChaos","['endthechaos', 'stopbrexitsavedemocracy', 'peoplesvote']"
122,122,122,4003546,1042424975544791040,1038345808603750400,positive,remain,2018-09-19T14:47:36.000Z,"A little levity?
Why are atoms like Theresa May and the Brexit supporting members of her government?
They make up everything
I'm sure there are better ones out there
#StopBrexitSaveDemocracy #PeoplesVote #EndTheChaos","['endthechaos', 'stopbrexitsavedemocracy', 'peoplesvote']"
123,123,123,1967393,1017868088468017152,1006216332898177024,neutral,other,2018-07-13T20:27:18.000Z,Bollocks to Brexit Bollocks to Trump song. Fitting. #DumpTrump #Drumpf #StopBrexitSaveDemocracy #EU https://t.co/TXCcfknCY2,"['eu', 'stopbrexitsavedemocracy', 'dumptrump', 'drumpf']"
124,124,124,1967394,1017868088468017152,1006216332898177024,neutral,other,2018-07-13T20:27:18.000Z,Bollocks to Brexit Bollocks to Trump song. Fitting. #DumpTrump #Drumpf #StopBrexitSaveDemocracy #EU https://t.co/TXCcfknCY2,"['eu', 'stopbrexitsavedemocracy', 'dumptrump', 'drumpf']"
125,125,125,4084712,1043077482721763328,3322754518,positive,remain,2018-09-21T10:00:25.000Z,"@WCullmac Agreed 👍
#FBPE
#Brexit
#FinalSayForAll
#EUcitizensChampion
#PeoplesVote
#StopBrexit
#StopBrexitSaveDemocracy
#ExitfromBrexit https://t.co/0s64ejjEaH","['eucitizenschampion', 'stopbrexitsavedemocracy', 'peoplesvote', 'exitfrombrexit', 'finalsayforall', 'fbpe', 'brexit', 'stopbrexit']"
126,126,126,4084713,1043077482721763328,3322754518,positive,remain,2018-09-21T10:00:25.000Z,"@WCullmac Agreed 👍
#FBPE
#Brexit
#FinalSayForAll
#EUcitizensChampion
#PeoplesVote
#StopBrexit
#StopBrexitSaveDemocracy
#ExitfromBrexit https://t.co/0s64ejjEaH","['eucitizenschampion', 'stopbrexitsavedemocracy', 'peoplesvote', 'exitfrombrexit', 'finalsayforall', 'fbpe', 'brexit', 'stopbrexit']"
127,127,127,3618439,1037628711447814144,3322754518,negative,remain,2018-09-06T09:08:57.000Z,"@dontbrexitfixit @WCullmac Another toothless UKIP Treason Weasel.
#FBPE
#Brexit
#FinalSayForAll
#EUcitizensChampion
#VoteLeaveBrokeTheLaw
#StopBrexit
#StopBrexitSaveDemocracy
#ExitfromBrexit
#PeoplesVote https://t.co/NtOmf2VZvJ","['eucitizenschampion', 'voteleavebrokethelaw', 'stopbrexitsavedemocracy', 'exitfrombrexit', 'peoplesvote', 'finalsayforall', 'fbpe', 'brexit', 'stopbrexit']"
128,128,128,3618440,1037628711447814144,3322754518,negative,remain,2018-09-06T09:08:57.000Z,"@dontbrexitfixit @WCullmac Another toothless UKIP Treason Weasel.
#FBPE
#Brexit
#FinalSayForAll
#EUcitizensChampion
#VoteLeaveBrokeTheLaw
#StopBrexit
#StopBrexitSaveDemocracy
#ExitfromBrexit
#PeoplesVote https://t.co/NtOmf2VZvJ","['eucitizenschampion', 'voteleavebrokethelaw', 'stopbrexitsavedemocracy', 'exitfrombrexit', 'peoplesvote', 'finalsayforall', 'fbpe', 'brexit', 'stopbrexit']"
